symbol,name,reportDate,fiscalDateEnding,estimate,currency
SWN,Southwestern Energy Company,2022-11-02,2022-09-30,0.3367,USD
SWRL,SWRL,2022-11-02,2022-08-31,0,USD
SWRL,SWRL,2023-01-17,2022-11-30,0,USD
SWSSF,SWSSF,2022-11-02,2022-09-30,,USD
SWTX,SpringWorks Therapeutics Inc,2022-11-03,2022-09-30,-1.27,USD
SWVL,Swvl Holdings Corp - Class A,2022-11-30,2022-09-30,-0.0933,USD
SWX,Southwest Gas Holdings Inc,2022-11-08,2022-09-30,0.406,USD
SXI,Standex International Corp,2022-11-03,2022-09-30,1.55,USD
SY,So-Young International Inc,2022-12-08,2022-09-30,,CNY
SYBT,Stock Yards Bancorp Inc,2023-01-26,2022-12-31,0.9567,USD
SYBX,Synlogic Inc,2022-11-15,2022-09-30,-0.2325,USD
SYCRF,SYCRF,2022-11-18,2022-09-30,0,USD
SYF,Synchrony Financial,2023-01-27,2022-12-31,1.07,USD
SYK,Stryker Corp,2022-10-31,2022-09-30,2.23,USD
SYK,Stryker Corp,2023-01-25,2022-12-31,2.92,USD
SYM,Symbotic Inc - Class A,2022-11-30,2022-09-30,-0.0477,USD
SYN,,2022-11-02,2022-09-30,-0.4,USD
SYNA,Synaptics Inc,2022-11-03,2022-09-30,3.33,USD
SYNE,SYNE,2022-11-14,2022-09-30,0,USD
SYNH,Syneos Health Inc - Class A,2022-11-03,2022-09-30,1.32,USD
SYNL,SYNL,2022-11-08,2022-09-30,,USD
SYPR,Sypris Solutions Inc,2022-11-15,2022-09-30,0,USD
SYRS,Syros Pharmaceuticals Inc,2022-11-10,2022-09-30,-4.52,USD
SYTA,Siyata Mobile Inc,2022-11-30,2022-09-30,-0.17,USD
SYY,Sysco Corp,2022-11-01,2022-09-30,0.9933,USD
SYZLF,SYZLF,2022-12-12,2022-09-30,,USD
SZLSF,SZLSF,2022-11-14,2022-09-30,,USD
SZSMF,SZSMF,2022-11-28,2022-09-30,,USD
T,AT&T Inc,2023-01-25,2022-12-31,0.5573,USD
TA,TravelCenters of America Inc,2022-11-01,2022-09-30,2.57,USD
TAALF,TAALF,2022-11-14,2022-09-30,,USD
TAC,Transalta Corp,2022-11-09,2022-09-30,0.2156,CAD
TACT,Transact Technologies Inc,2022-11-08,2022-09-30,-0.2,USD
TAIMF,TAIMF,2022-11-10,2022-08-31,,USD
TAIT,Taitron Components Inc - Class A,2022-11-14,2022-09-30,0,USD
TAL,TAL Education Group,2023-01-26,2022-11-30,-0.0068,USD
TALK,Talkspace Inc,2022-11-14,2022-09-30,-0.1184,USD
TALO,Talos Energy Inc,2022-11-09,2022-09-30,0.786,USD
TALS,Talaris Therapeutics Inc,2022-11-11,2022-09-30,-0.4875,USD
TAOIF,TAOIF,2022-11-24,2022-09-30,,CAD
TAOP,Taoping Inc,2022-11-07,2022-09-30,0,USD
TAP,Molson Coors Beverage Company - Class B,2022-11-01,2022-09-30,1.38,USD
TAP-A,Molson Coors Beverage Company - Class A,2022-11-01,2022-09-30,1.38,USD
TAPM,TAPM,2022-11-08,2022-09-30,,USD
TARA,Protara Therapeutics Inc,2022-11-03,2022-09-30,-0.97,USD
TARO,Taro Pharmaceutical Industries,2022-11-08,2022-09-30,0.94,USD
TARS,Tarsus Pharmaceuticals Inc,2022-11-08,2022-09-30,-0.9489,USD
TASK,TaskUs Inc Class A,2022-11-09,2022-09-30,0.2988,USD
TAST,Carrols Restaurant Group Inc,2022-11-09,2022-09-30,-0.2033,USD
TATT,Tat Technologies,2022-11-17,2022-09-30,,USD
TAUG,TAUG,2022-11-30,2022-09-30,0,USD
TAYD,Taylor Devices Inc,2022-12-28,2022-11-30,,USD
TBBK,Bancorp Inc (The),2023-01-26,2022-12-31,0.68,USD
TBCRF,TBCRF,2022-11-08,2022-09-30,,USD
TBIXF,TBIXF,2022-12-19,2022-09-30,,USD
TBK,Triumph Bancorp Inc,2023-01-23,2022-12-31,0.8833,USD
TBLA,Taboola.com Ltd,2022-11-08,2022-09-30,-0.115,USD
TBLMY,TBLMY,2022-12-02,2022-09-30,0,ZAR
TBNK,Territorial Bancorp Inc,2023-01-26,2022-12-31,0.4,USD
TBPH,Theravance Biopharma Inc,2022-11-08,2022-09-30,-0.0533,USD
TBTC,TBTC,2022-11-10,2022-09-30,,USD
TC,TuanChe Ltd,2022-11-30,2022-09-30,0.0646,CNY
TCBI,Texas Capital Bancshares Inc,2023-01-25,2022-12-31,1.11,USD
TCBK,Trico Bancshares,2022-10-31,2022-09-30,1.08,USD
TCBX,Third Coast Bancshares Inc,2023-01-27,2022-12-31,0.3922,USD
TCCO,TCCO,2022-11-30,2022-09-30,,USD
TCDA,Tricida Inc,2022-11-09,2022-09-30,-0.6133,USD
TCEHY,TCEHY,2022-11-16,2022-09-30,0.4696,CNY
TCI,Transcontinental Realty Investors Inc,2022-11-18,2022-09-30,,USD
TCLAF,TCLAF,2022-12-13,2022-10-31,0.53,CAD
TCLRY,TCLRY,2022-11-10,2022-09-30,0,EUR
TCMD,Tactile Systems Technology Inc,2022-11-07,2022-09-30,-0.0233,USD
TCN,Tricon Residential Inc,2022-11-09,2022-09-30,0.1467,USD
TCNNF,TCNNF,2022-11-14,2022-09-30,-0.0093,CAD
TCOM,Trip.com Group Ltd,2022-11-02,2022-09-30,1.25,CNY
TCON,TRACON Pharmaceuticals Inc,2022-11-08,2022-09-30,-0.3314,USD
TCPC,BlackRock TCP Capital Corp,2022-11-03,2022-09-30,0.3457,USD
TCRR,Tcr2 Therapeutics Inc,2022-11-16,2022-09-30,-0.7756,USD
TCRT,Alaunos Therapeutics Inc,2022-11-07,2022-09-30,-0.0525,USD
TCRX,Tscan Therapeutics Inc,2022-11-09,2022-09-30,-0.72,USD
TCS,Container Store Group Inc,2022-11-01,2022-09-30,0.2846,USD
TCX,Tucows Inc - Class A,2022-11-10,2022-09-30,,USD
TCYSF,TCYSF,2022-11-29,2022-10-31,,USD
TD,Toronto Dominion Bank,2022-12-01,2022-10-31,2.03,CAD
TDC,Teradata Corp,2022-11-03,2022-09-30,0.2967,USD
TDCB,TDCB,2022-11-10,2022-09-30,0,USD
TDG,Transdigm Group Incorporated,2022-11-16,2022-09-30,5.14,USD
TDS,Telephone And Data Systems Inc,2022-11-03,2022-09-30,0.0437,USD
TDUP,ThredUp Inc - Class A,2022-11-07,2022-09-30,-0.2054,USD
TDW,Tidewater Inc - New,2022-11-14,2022-09-30,-0.17,USD
TDY,Teledyne Technologies Inc,2023-01-25,2022-12-31,4.63,USD
TEAM,Atlassian Corporation - Class A,2023-01-19,2022-12-31,0.4334,USD
TECH,Bio-Techne Corp,2022-11-01,2022-09-30,1.84,USD
TEDU,Tarena International Inc,2022-11-21,2022-09-30,,CNY
TEF,Telefonica S.A,2022-11-04,2022-09-30,0,EUR
TEFOF,TEFOF,2022-11-04,2022-09-30,,EUR
TEL,TE Connectivity Ltd,2022-11-02,2022-09-30,1.86,USD
TEL,TE Connectivity Ltd,2023-01-25,2022-12-31,1.79,USD
TELA,TELA Bio Inc,2022-12-21,2022-09-30,-0.617,USD
TELL,Tellurian Inc,2022-11-02,2022-09-30,0.0186,USD
TEN,Tenneco Inc - Class A,2022-11-03,2022-09-30,0.886,USD
TENX,Tenax Therapeutics Inc,2022-11-16,2022-09-30,-0.115,USD
TEO,Telecom Argentina S.A.,2022-11-10,2022-09-30,0.358,ARS
TER,Teradyne Inc,2023-01-25,2022-12-31,0.7187,USD
TERN,Terns Pharmaceuticals Inc,2022-11-15,2022-09-30,-0.485,USD
TEUFF,TEUFF,2022-12-13,2022-09-30,0,USD
TEUM,Pareteum Corp,2022-11-10,2022-09-30,0,USD
TEVA,Teva- Pharmaceutical Industries Ltd,2022-11-03,2022-09-30,0.6236,USD
TEX,Terex Corp,2022-11-01,2022-09-30,1.05,USD
TFC,Truist Financial Corporation,2023-01-19,2022-12-31,1.31,USD
TFCCF,TFCCF,2022-11-16,2022-09-30,,USD
TFFP,Tff Pharmaceuticals Inc,2022-12-12,2022-09-30,-0.3333,USD
TFPM,Triple Flag Precious Metals Corp,2022-11-09,2022-09-30,0.1041,USD
TG,Tredegar Corp,2022-11-03,2022-09-30,,USD
TGA,TGA,2022-11-10,2022-09-30,,USD
TGAFF,TGAFF,2022-11-03,2022-09-30,,CAD
TGAN,Transphorm Inc,2022-11-10,2022-09-30,-0.1025,USD
TGB,Taseko Mines Ltd,2022-11-02,2022-09-30,-0.0012,CAD
TGEN,TGEN,2022-11-15,2022-09-30,-0.01,USD
TGH,Textainer Group Holdings Ltd,2022-11-04,2022-09-30,1.44,USD
TGHI,TGHI,2022-11-25,2022-09-30,0,USD
TGI,Triumph Group Inc,2022-11-10,2022-09-30,-0.0033,USD
TGIC,TGIC,2022-11-11,2022-09-30,0,USD
TGIFF,TGIFF,2022-11-28,2022-10-31,,CAD
TGLO,TGLO,2022-11-07,2022-09-30,0,USD
TGLS,Tecnoglass Inc,2022-11-09,2022-09-30,0.602,USD
TGNA,TEGNA Inc,2022-11-10,2022-09-30,0.7286,USD
TGODF,TGODF,2022-11-22,2022-09-30,,CAD
TGONF,TGONF,2022-10-31,2022-09-30,0,USD
TGOPY,TGOPY,2022-11-17,2022-09-30,0,USD
TGP,TGP,2022-11-02,2022-09-30,,USD
TGS,Transportadora de Gas del Sur,2022-11-09,2022-09-30,-0.2,ARS
TGT,Target Corp,2022-11-23,2022-10-31,2.15,USD
TGTX,TG Therapeutics Inc,2022-11-10,2022-09-30,-0.3825,USD
TH,Target Hospitality Corp - Class A,2022-11-15,2022-09-30,0.55,USD
THG,Hanover Insurance Group Inc,2022-11-01,2022-09-30,1.88,USD
THKKF,THKKF,2022-11-28,2022-09-30,,USD
THM,International Tower Hill Mines Ltd,2022-11-11,2022-09-30,-0.01,USD
THMG,THMG,2022-11-14,2022-09-30,,USD
THMO,ThermoGenesis Holdings Inc,2022-11-14,2022-09-30,0.03,USD
THNCF,THNCF,2022-11-07,2022-09-30,,USD
THO,Thor Industries Inc,2022-12-08,2022-10-31,1.77,USD
THR,Thermon Group Holdings Inc,2022-11-08,2022-09-30,0.205,USD
THRN,Thorne Healthtech Inc,2022-11-09,2022-09-30,0.1267,USD
THRX,Theseus Pharmaceuticals Inc,2022-11-14,2022-09-30,-0.318,USD
THRY,Thryv Holdings Inc,2022-11-10,2022-09-30,0.536,USD
THS,Treehouse Foods Inc,2022-11-07,2022-09-30,0.1614,USD
THST,THST,2022-11-07,2022-09-30,0,USD
TIG,Trean Insurance Group Inc,2022-11-17,2022-09-30,0.095,USD
TIGCF,TIGCF,2022-11-28,2022-09-30,,CAD
TIGR,UP Fintech Holding Ltd,2022-11-29,2022-09-30,,USD
TIKK,TIKK,2022-11-14,2022-09-30,,USD
TIL,Instil Bio Inc,2022-11-14,2022-09-30,-0.434,USD
TILE,Interface Inc,2022-11-04,2022-09-30,0.26,USD
TINLY,TINLY,2022-11-07,2022-09-30,0,JPY
TIPT,Tiptree Inc,2022-11-09,2022-09-30,,USD
TISI,Team Inc,2022-11-07,2022-09-30,-0.01,USD
TITN,Titan Machinery Inc,2022-12-01,2022-10-31,0.9475,USD
TIVC,Tivic Health Systems Inc,2022-11-30,2022-09-30,-0.25,USD
TIXC,TIXC,2022-11-14,2022-09-30,0,USD
TIXT,TELUS International (Cda) Inc (Sub Voting),2022-11-04,2022-09-30,0.3087,USD
TJX,TJX Companies Inc,2022-11-16,2022-08-31,0.7983,USD
TK,Teekay Corp,2022-11-17,2022-09-30,,USD
TKAMY,TKAMY,2022-11-17,2022-09-30,0.1393,USD
TKAT,Takung Art Co Ltd,2022-11-30,2022-09-30,,USD
TKC,Turkcell Iletisim Hizmetleri A.S.,2022-11-03,2022-09-30,0.1421,TRY
TKNO,Alpha Teknova Inc,2022-11-09,2022-09-30,-0.295,USD
TKOI,TKOI,2022-11-14,2022-09-30,,USD
TKOMY,TKOMY,2022-11-18,2022-09-30,1.12,JPY
TKR,Timken Company,2022-10-31,2022-09-30,1.33,USD
TLF,Tandy Leather Factory Inc,2022-11-10,2022-09-30,-0.05,USD
TLFA,TLFA,2022-11-10,2022-09-30,-0.05,USD
TLIS,Talis Biomedical Corp,2022-11-14,2022-09-30,-0.695,USD
TLK,Telkom Indonesia (Persero) Tbk PT,2022-11-08,2022-09-30,0.4896,IDR
TLKGY,TLKGY,2022-11-23,2022-09-30,0,ZAR
TLLTF,TLLTF,2022-11-23,2022-09-30,-0.0133,USD
TLLYF,TLLYF,2022-11-07,2022-09-30,,USD
TLMD,TLMD,2022-11-10,2022-09-30,,USD
TLOG,TLOG,2022-11-04,2022-09-30,0,USD
TLRS,TLRS,2022-12-21,2022-09-30,0,USD
TLRY,Tilray Brands Inc - Class 2,2023-01-09,2022-12-31,-0.0591,USD
TLS,Telos Corp,2022-11-14,2022-09-30,0.0822,USD
TLSNY,TLSNY,2023-01-26,2022-12-31,0.083,USD
TLSS,TLSS,2022-11-22,2022-09-30,0,USD
TLTFF,TLTFF,2022-11-28,2022-09-30,,USD
TM,Toyota Motor Corporation,2022-11-01,2022-09-30,3.66,JPY
TMBR,Timber Pharmaceuticals Inc,2022-11-14,2022-09-30,-0.05,USD
TMC,TMC the metals company Inc,2022-11-10,2022-09-30,-0.09,USD
TMCI,Treace Medical Concepts Inc,2022-11-03,2022-09-30,-0.2875,USD
TMDI,Titan Medical Inc,2022-11-10,2022-09-30,-0.11,USD
TMDX,Transmedics Group Inc,2022-11-09,2022-09-30,-0.416,USD
TME,Tencent Music Entertainment Group,2022-11-15,2022-09-30,0.5838,CNY
TMGEF,TMGEF,2023-01-24,2022-11-30,,USD
TMICY,TMICY,2022-11-10,2022-09-30,0.5097,JPY
TMNA,TMNA,2022-11-14,2022-09-30,,USD
TMP,Tompkins Financial Corp,2023-01-27,2022-12-31,1.48,USD
TMRC,TMRC,2022-11-02,2022-08-31,-0.01,USD
TMTNF,TMTNF,2022-11-01,2022-09-30,0.98,CAD
TMUS,T-Mobile US Inc,2022-11-01,2022-09-30,0.3943,USD
TNC,Tennant Company,2022-11-03,2022-09-30,1.1,USD
TNDM,Tandem Diabetes Care Inc,2022-11-02,2022-09-30,-0.0475,USD
TNGNQ,TNGNQ,2022-11-15,2022-09-30,0,USD
TNGX,Tango Therapeutics Inc,2022-11-08,2022-09-30,-0.34,USD
TNK,Teekay Tankers Ltd - Class A,2022-11-17,2022-09-30,1.51,USD
TNLX,TNLX,2022-11-15,2022-09-30,0,USD
TNON,Tenon Medical Inc,2022-11-30,2022-09-30,-0.2,USD
TNP,Tsakos Energy Navigation Ltd,2022-11-30,2022-09-30,1.85,USD
TNSTF,TNSTF,2022-11-21,2022-09-30,,USD
TNXP,Tonix Pharmaceuticals Holding Corp,2022-11-11,2022-09-30,-1.32,USD
TNYA,Tenaya Therapeutics Inc,2022-11-09,2022-09-30,-0.6683,USD
TOBAF,TOBAF,2022-12-15,2022-10-31,,USD
TOELY,TOELY,2022-11-10,2022-09-30,1.7,USD
TOFB,TOFB,2022-11-15,2022-09-30,,USD
TOI,Oncology Institute Inc (The),2022-11-30,2022-09-30,-0.16,USD
TOITF,TOITF,2022-11-03,2022-09-30,,USD
TOL,Toll Brothers Inc,2022-12-06,2022-10-31,4.04,USD
TOLWF,TOLWF,2022-11-09,2022-09-30,,USD
TOMZ,TOMI Environmental Solutions Inc,2022-11-16,2022-09-30,-0.02,USD
TONPF,TONPF,2022-11-09,2022-09-30,,USD
TOPPY,TOPPY,2022-11-09,2022-09-30,0,USD
TOPS,Top Ships Inc,2022-11-17,2022-09-30,0,USD
TORXF,TORXF,2022-11-10,2022-09-30,0.4065,USD
TOST,Toast Inc - Class A,2022-11-08,2022-09-30,-0.0775,USD
TOTZF,TOTZF,2022-11-10,2022-09-30,,USD
TOUR,Tuniu Corp,2022-11-29,2022-09-30,,CNY
TOVX,Theriva Biologics Inc,2022-11-02,2022-09-30,-0.4,USD
TOWN,Townebank Portsmouth VA,2023-01-26,2022-12-31,0.69,USD
TOWTF,TOWTF,2022-11-17,2022-09-30,,USD
TPB,Turning Point Brands Inc,2022-11-10,2022-09-30,0.56,USD
TPC,Tutor Perini Corp,2022-11-09,2022-09-30,0.1946,USD
TPCFF,TPCFF,2022-11-16,2022-08-31,,USD
TPCFF,TPCFF,2023-01-18,2022-11-30,,USD
TPCS,TPCS,2022-11-14,2022-09-30,0,USD
TPG,TPG Inc - Class A,2022-11-30,2022-09-30,0.3807,USD
TPGY,TPG Pace Beneficial Finance Corp - Class A,2022-11-07,2022-09-30,,USD
TPHS,Trinity Place Holdings Inc,2023-01-06,2022-12-31,0,USD
TPIC,TPI Composites Inc,2022-11-09,2022-09-30,-0.2973,USD
TPL,Texas Pacific Land Corporation,2022-11-03,2022-09-30,15.26,USD
TPR,Tapestry Inc,2022-11-08,2022-09-30,0.7561,USD
TPRFF,TPRFF,2022-11-09,2022-09-30,,USD
TPST,Tempest Therapeutics Inc,2022-11-09,2022-09-30,-0.76,USD
TPTX,TPTX,2022-11-07,2022-09-30,,USD
TPVG,TriplePoint Venture Growth BDC Corp,2022-11-09,2022-09-30,0.3969,USD
TPX,Tempur Sealy International Inc,2022-11-03,2022-09-30,0.7456,USD
TPZEF,TPZEF,2022-11-02,2022-09-30,,USD
TRAGF,TRAGF,2022-11-09,2022-09-30,,CAD
TRC,Tejon Ranch Company,2022-11-08,2022-09-30,-0.04,USD
TRCK,TRCK,2022-12-14,2022-09-30,,USD
TRDA,Entrada Therapeutics Inc,2022-12-08,2022-09-30,-0.75,USD
TREC,TREC,2022-11-01,2022-09-30,,USD
TREE,LendingTree Inc,2022-11-03,2022-09-30,-1.91,USD
TREP,TREP,2022-11-15,2022-09-30,,USD
TREVD,TREVD,2022-11-09,2022-09-30,,USD
TREVF,TREVF,2022-11-09,2022-09-30,,USD
TREVQ,TREVQ,2022-11-09,2022-09-30,-0.08,USD
TREX,TREX Co. Inc,2022-10-31,2022-09-30,0.1436,USD
TRFPF,TRFPF,2022-11-10,2022-09-30,,USD
TRGM,TRGM,2022-11-11,2022-09-30,0,USD
TRGP,Targa Resources Corp,2022-11-03,2022-09-30,1.22,USD
TRHC,Tabula Rasa HealthCare Inc,2022-11-08,2022-09-30,-0.112,USD
TRI,Thomson-Reuters Corp,2022-11-01,2022-09-30,0.4991,USD
TRIL,TRIL,2022-11-10,2022-09-30,,USD
TRIN,Trinity Capital Inc,2022-11-03,2022-09-30,0.5102,USD
TRIP,TripAdvisor Inc,2022-11-07,2022-09-30,0.3848,USD
TRIRF,TRIRF,2022-11-30,2022-08-31,0.2,USD
TRITF,TRITF,2022-11-23,2022-09-30,0,USD
TRKA,Troika Media Group Inc,2022-11-14,2022-09-30,0,USD
TRMB,Trimble Inc,2022-11-02,2022-09-30,0.6608,USD
TRMD,Torm Plc - Class A,2022-11-10,2022-09-30,2.31,USD
TRMK,Trustmark Corp,2023-01-24,2022-12-31,0.6676,USD
TRMLF,TRMLF,2022-11-01,2022-09-30,,USD
TRMR,Tremor International Ltd,2022-11-10,2022-09-30,0.2848,USD
TRNF,TRNF,2022-11-30,2022-09-30,1.5,USD
TRNO,Terreno Realty Corp,2022-11-02,2022-09-30,0.29,USD
TRNX,TRNX,2022-11-22,2022-09-30,0,USD
TROW,T. Rowe Price Group Inc,2023-01-26,2022-12-31,1.8,USD
TRP,TC Energy Corporation,2022-11-03,2022-09-30,0.7448,CAD
TRQ,Turquoise Hill Resources Ltd,2022-11-03,2022-09-30,0.1468,USD
TRRSF,TRRSF,2022-11-03,2022-09-30,,USD
TRRVF,TRRVF,2022-12-06,2022-09-30,,USD
TRSSF,TRSSF,2022-11-24,2022-09-30,-0.0436,CAD
TRST,Trustco Bank Corp,2023-01-23,2022-12-31,0.89,USD
TRSWF,TRSWF,2022-11-04,2022-09-30,,USD
TRT,Trio-Tech International,2022-11-14,2022-09-30,,USD
TRTX,TPG RE Finance Trust Inc,2022-11-07,2022-09-30,0.2556,USD
TRUE,Truecar Inc,2022-11-10,2022-09-30,-0.1133,USD
TRUFF,TRUFF,2022-11-28,2022-09-30,,USD
TRUHY,TRUHY,2022-11-25,2022-09-30,0.3065,HKD
TRUP,Trupanion Inc,2022-11-03,2022-09-30,-0.2625,USD
TRV,Travelers Companies Inc,2023-01-24,2022-12-31,4.26,USD
TRVI,Trevi Therapeutics Inc,2022-11-17,2022-09-30,-0.1675,USD
TRVN,Trevena Inc,2022-11-09,2022-09-30,-0.1025,USD
TRX,TRX Gold Corp,2023-01-12,2022-11-30,,CAD
TRYIY,TRYIY,2022-11-08,2022-09-30,0.2012,JPY
TRZBF,TRZBF,2022-12-07,2022-10-31,,CAD
TS,Tenaris S.A.,2022-11-03,2022-09-30,0.9733,USD
TSBA,TSBA,2022-11-04,2022-09-30,0,USD
TSBK,Timberland Bancorp Inc,2022-11-03,2022-09-30,,USD
TSBK,Timberland Bancorp Inc,2023-01-23,2022-12-31,,USD
TSC,TSC,2023-01-24,2022-12-31,,USD
TSCC,TSCC,2022-11-10,2022-09-30,0,USD
TSCDY,TSCDY,2023-01-12,2022-11-30,0,GBP
TSCO,Tractor Supply Company,2023-01-26,2022-12-31,2.35,USD
TSE,Trinseo PLC,2022-11-04,2022-09-30,-1.22,USD
TSEM,Tower Semiconductor Ltd,2022-11-08,2022-09-30,0.5775,USD
TSHA,Taysha Gene Therapies Inc,2022-11-17,2022-09-30,-0.8271,USD
TSKFF,TSKFF,2022-11-10,2022-09-30,,CAD
TSLA,Tesla Inc,2023-01-25,2022-12-31,1.32,USD
TSLX,Sixth Street Specialty Lending Inc,2022-11-01,2022-09-30,0.4909,USD
TSM,Taiwan Semiconductor Manufacturing,2023-01-12,2022-12-31,1.65,TWD
TSN,Tyson Foods Inc - Class A,2022-11-14,2022-09-30,1.77,USD
TSP,TuSimple Holdings Inc - Class A,2022-11-02,2022-09-30,-0.518,USD
TSQ,Townsquare Media Inc - Class A,2022-11-09,2022-09-30,0.5733,USD
TSRI,TSR Inc,2023-01-17,2022-11-30,,USD
TSSI,TSSI,2022-11-16,2022-09-30,,USD
TSUKF,TSUKF,2022-10-31,2022-09-30,,USD
TSVT,2seventy bio Inc,2022-11-30,2022-09-30,-1.69,USD
TT,Trane Technologies plc - Class A,2022-11-02,2022-09-30,2.11,USD
TTC,Toro Company,2022-12-08,2022-10-31,1.06,USD
TTCF,Tattooed Chef Inc - Class A,2022-11-14,2022-09-30,-0.1767,USD
TTCM,TTCM,2022-11-15,2022-09-30,,USD
TTD,Trade Desk Inc - Class A,2022-11-10,2022-09-30,0.2246,USD
TTDKY,TTDKY,2022-11-01,2022-09-30,0.8402,JPY
TTEC,TTEC Holdings Inc,2022-11-08,2022-09-30,0.62,USD
TTEK,Tetra Tech Inc,2022-11-16,2022-09-30,1.16,USD
TTGT,Techtarget Inc,2022-11-09,2022-09-30,0.65,USD
TTI,Tetra Technologies Inc,2022-11-10,2022-09-30,0.0454,USD
TTM,Tata Motors Ltd,2022-11-14,2022-09-30,0.1042,INR
TTMI,TTM Technologies Inc,2022-11-02,2022-09-30,0.35,USD
TTMZF,TTMZF,2022-11-22,2022-09-30,,USD
TTNDY,TTNDY,2022-11-15,2022-09-30,0,USD
TTNMF,TTNMF,2022-11-07,2022-09-30,,USD
TTNP,Titan Pharmaceuticals Inc (de),2022-11-16,2022-09-30,-0.21,USD
TTOO,T2 Biosystems Inc,2022-11-03,2022-09-30,-0.0479,USD
TTTGF,TTTGF,2022-11-07,2022-09-30,,USD
TTWO,Take-Two Interactive Software Inc,2022-11-10,2022-09-30,1.38,USD
TU,Telus Corp,2022-11-10,2022-09-30,0.3278,CAD
TUEM,Tuesday Morning Corp - New,2022-11-03,2022-09-30,-0.241,USD
TUERF,TUERF,2022-11-02,2022-09-30,,CAD
TUFN,TUFN,2022-11-07,2022-09-30,,USD
TUP,Tupperware Brands Corporation,2022-11-02,2022-09-30,0.5672,USD
TURN,180 Degree Capital Corp,2022-11-01,2022-09-30,,USD
TUSK,Mammoth Energy Services Inc,2022-11-02,2022-09-30,-0.01,USD
TUYA,Tuya Inc,2022-11-21,2022-09-30,-0.0467,USD
TVCCF,TVCCF,2022-11-28,2022-09-30,,USD
TVPC,TVPC,2022-11-14,2022-09-30,,USD
TVTX,Travere Therapeutics Inc,2022-11-09,2022-09-30,-0.936,USD
TVTY,TVTY,2022-10-31,2022-09-30,,USD
TWER,TWER,2022-11-15,2022-09-30,0,USD
TWI,Titan International Inc,2022-11-03,2022-09-30,0.465,USD
TWIN,Twin Disc Incorporated,2022-11-04,2022-09-30,0.02,USD
TWIRF,TWIRF,2022-11-10,2022-09-30,,CAD
TWKS,Thoughtworks Holding Inc,2022-11-14,2022-09-30,0.1079,USD
TWLO,Twilio Inc Class A,2022-11-03,2022-09-30,-0.3934,USD
TWMIF,TWMIF,2022-11-10,2022-09-30,,CAD
TWNK,Hostess Brands Inc - Class A,2022-11-08,2022-09-30,0.2105,USD
TWO,Two Harbors Investment Corp,2022-11-07,2022-09-30,0.214,USD
TWODY,TWODY,2022-11-09,2022-09-30,0,USD
TWOU,2U Inc,2022-11-08,2022-09-30,-0.0208,USD
TWST,Twist Bioscience Corp,2022-12-21,2022-09-30,-1.27,USD
TX,Ternium S.A.,2022-11-03,2022-09-30,2.13,USD
TXCCQ,TXCCQ,2022-11-11,2022-09-30,0,USD
TXG,10x Genomics Inc - Class A,2022-11-02,2022-09-30,-0.438,USD
TXMD,TherapeuticsMD Inc,2022-11-09,2022-09-30,-0.57,USD
TXN,Texas Instruments Inc,2023-01-24,2022-12-31,2.24,USD
TXT,Textron Inc,2023-01-25,2022-10-31,,USD
TXT,Textron Inc,2023-01-26,2022-12-31,1.12,USD
TYCB,TYCB,2022-11-01,2022-09-30,,USD
TYME,Tyme Technologies Inc,2022-11-07,2022-09-30,,USD
TYOBY,TYOBY,2022-11-10,2022-09-30,0,USD
TYOYY,TYOYY,2022-11-07,2022-09-30,3.4,USD
TYRA,Tyra Biosciences Inc,2022-11-02,2022-09-30,-0.4,USD
U,Unity Software Inc,2022-11-17,2022-09-30,-0.1507,USD
UA,Under Armour Inc - Class C,2022-10-31,2022-09-30,0.1027,USD
UAA,Under Armour Inc - Class A,2022-10-31,2022-09-30,0.1027,USD
UAHC,UAHC,2022-11-15,2022-09-30,0,USD
UAL,United Airlines Holdings Inc,2023-01-17,2022-12-31,1.02,USD
UAMY,United States Antimony Corp,2022-11-17,2022-09-30,0,USD
UAN,CVR Partners LP,2022-11-01,2022-09-30,,USD
UAVS,AgEagle Aerial Systems Inc,2022-11-21,2022-09-30,,USD
UBA,Urstadt Biddle Properties Inc - Class A,2022-12-15,2022-10-31,0.2357,USD
UBER,Uber Technologies Inc,2022-11-01,2022-09-30,-0.175,USD
UBFO,United Security Bancshares (CA),2023-01-24,2022-12-31,,USD
UBP,Urstadt Biddle Properties Inc,2022-12-15,2022-10-31,0.2357,USD
UBSI,United Bankshares Inc,2023-01-26,2022-12-31,0.72,USD
UBX,Unity Biotechnology Inc,2022-11-09,2022-09-30,-0.1823,USD
UCBI,United Community Banks Inc,2023-01-17,2022-12-31,0.7695,USD
UCL,Ucloudlink Group Inc,2022-11-21,2022-09-30,-0.085,USD
UCLE,UCLE,2022-11-14,2022-09-30,,USD
UDMY,Udemy Inc,2022-12-06,2022-09-30,-0.1729,USD
UE,Urban Edge Properties,2022-11-03,2022-09-30,0.09,USD
UEC,Uranium Energy Corp,2022-12-12,2022-10-31,-0.0102,USD
UEEC,UEEC,2022-11-30,2022-09-30,0,USD
UEIC,Universal Electronics Inc,2022-11-10,2022-09-30,0.92,USD
UFAB,Unique Fabricating Inc,2022-11-10,2022-09-30,-0.03,USD
UFCS,United Fire Group Inc,2022-11-09,2022-09-30,0.1144,USD
UFGSY,UFGSY,2022-11-10,2022-09-30,0,USD
